INT	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING
548	Chiªn Trß¶ng T¯ng Liêu	320	320	Songliao_War.Scene	Songliao_War.path	Songliao_War.WCollision	Songliao_War.jpg	2113	60000	Songliao_War	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Chiªn Trß¶ng T¯ng Liêu	0.2;0.2	0	
549	Phòng thông tin Chiªn Trß¶ng T¯ng Liêu	64	64	Songliao_Xiuxi.Scene	Songliao_Xiuxi.path	Songliao_Xiuxi.WCollision	Songliao_Xiuxi.jpg	141	60000	Songliao_Xiuxi	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phòng thông tin Chiªn Trß¶ng T¯ng Liêu	0.2;0.2	0	
550	Trân Long KÏ Cuµc	128	128	zhenlong.scene	zhenlong.path	zhenlong.wCollision	zhenlong.jpg	140	10000	zhenlong_s	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
551	T£c Kh¤u doanh ð¸a	128	128	zeiying.scene	zeiying.path	zeiying.wCollision	zeiying.jpg	107	60000	muchang_s	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
552	Thiªu Lâm Tñ	192	192	shaolin.scene	shaolin.path	shaolin.wCollision	shaolin.jpg	105	60000	shaolin_s	0	0	0	0	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	Môn phái #rT±ng ðà phái Thiªu Lâm	0.2;0.2	0	
553	Cái Bang T±ng Ðà 	192	192	gaibang.scene	gaibang.path	gaibang.wCollision	gaibang.jpg	102	60000	gaibang_s	0	0	0	0	Sign10	CommonStaticImage5	GaiBangZongDuo_Normal	CommonStaticImage5	GaiBangZongDuo_Hover	Môn phái #rT±ng ðà phái Cái Bang	0.2;0.2	0	
554	Quang Minh Ði®n	192	192	mingjiao.scene	mingjiao.path	mingjiao.wCollision	mingjiao.jpg	106	60000	mingjiao_s	0	0	0	0	Sign6	MiniMap_Icon	GuangMingDing_Normal	MiniMap_Icon	GuangMingDing_Hover	Môn phái #rT±ng ðà Minh giáo	0.2;0.2	0	
555	Võ Ðang S½n	144	224	wudang.scene	wudang.path	wudang.wCollision	wudang.jpg	102	60000	wudang_s	0	0	0	0	Sign6	MiniMap_Icon	WuDangShan_Normal	MiniMap_Icon	WuDangShan_Hover	Môn phái #rT±ng ðà phái Võ Ðang	0.2;0.2	0	
556	Thiên Long Tñ 	192	192	tianlong.scene	tianlong.path	tianlong.wCollision	tianlong.jpg	105	60000	tianlong_s	0	0	0	0	Sign10	CommonStaticImage5	TianLongSi_Normal	CommonStaticImage5	TianLongSi_Hover	Môn phái#r Thiên Long Phái T±ng Ðà	0.2;0.2	0	
557	Lång Ba Ðµng 	192	192	xiaoyao.scene	xiaoyao.path	xiaoyao.wCollision	xiaoyao.jpg	107	60000	xiaoyao_s	0	0	0	0	Sign6	MiniMap_Icon	LingBoDong_Normal	MiniMap_Icon	LingBoDong_Hover	Môn phái #rT±ng ðà phái Tiêu Dao	0.2;0.2	0	
558	Nga Mi S½n	192	192	emei.scene	emei.path	emei.wCollision	emei.jpg	108	60000	emei_s	0	0	0	0	Sign6	MiniMap_Icon	EMeiShan_Normal	MiniMap_Icon	EMeiShan_Hover	Môn phái #rT±ng ðà phái Nga Mi	0.2;0.2	0	
559	Tinh Túc Häi 	192	192	xingxiu.scene	xingxiu.path	xingxiu.wCollision	xingxiu.jpg	109	60000	xingxiu_s	0	0	0	0	Sign8	MiniMap_Icon	XingXiuHai_Normal	MiniMap_Icon	XingXiuHai_Hover	Môn phái #rT±ng ðà phái Tinh Túc	0.2;0.2	0	
560	Thiên S½n	192	192	tianshan.scene	tianshan.path	tianshan.wCollision	tianshan.jpg	2037	30000	tianshan_s	0	0	0	0	Sign6	MiniMap_Icon2	TianShan_Normal	MiniMap_Icon2	TianShan_Hover	Môn phái #rT±ng ðà phái Thiên S½n	0.2;0.2	0	
561	Mµ Dung S½n Trang	192	192	gusu.scene	gusu.path	gusu.wCollision	gusu.jpg	2105	60000	gusu_s	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2	0	
565	Thiªu Th¤t S½n (câu chuy®n)	256	256	cangjingge_80JQ.Scene	cangjingge_80JQ.path	cangjingge_80JQ.wCollision	cangjingge_80JQ.jpg	2115	60000	cangjingge_80JQ	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	cangjingge_80JQ	0.2;0.2	0	
566	Thiªu Th¤t S½n	256	256	cangjingge_80JQTZ.Scene	cangjingge_80JQTZ.path	cangjingge_80JQTZ.wCollision	cangjingge_80JQTZ.jpg	2115	60000	cangjingge_80JQTZ	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	cangjingge_80JQTZ	0.2;0.2	0	
567	Cuµc chiªn Tranh Bá liên máy chü	320	320	kuafuzhengbasai.scene	kuafuzhengbasai.path	kuafuzhengbasai.wCollision	kuafuzhengbasai.jpg	121	60000	kuafuzhengbasai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
568	Chung kªt-Sân 1	96	96	kuafuzongjuesai.scene	kuafuzongjuesai.path	kuafuzongjuesai.wCollision	kuafuzongjuesai.jpg	121	60000	kuafuzongjuesai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
569	Lâm Häi Khê C¯c	256	256	linhaixigu_new.scene	linhaixigu_new.path	linhaixigu_new.wCollision	linhaixigu_new.jpg	2138	60000	linhaixigu_new	629	369	635	416	Sign64	MiniMap_Icon8	Linhai_Normal	MiniMap_Icon8	Linhai_Hover	Lâm Häi Khê C¯c#rÐªn MÕc Nam Thanh Nguyên, Vong Xuyên Hoa Häi, Thiên KÏ Nam Hoài và Thông Thiên Tháp	0.2;0.2	1	
570	Quân Thiên Vß½ng Lång	96	96	fengmingwangling_new.Scene	fengmingwangling_new.path	fengmingwangling_new.Wcollision	fengmingwangling_new.jpg	122	60000	fengmingwangling_new	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	TÕo KVK	0.2;0.2	0	
571	La Phù Vß½ng Lång	96	96	fengmingwangling_new.Scene	fengmingwangling_new.path	fengmingwangling_new.Wcollision	fengmingwangling_new.jpg	122	60000	fengmingwangling_new	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	TÕo KVK	0.2;0.2	0	
572	Tri«u Kinh Vß½ng Lång	96	96	fengmingwangling_new.Scene	fengmingwangling_new.path	fengmingwangling_new.Wcollision	fengmingwangling_new.jpg	122	60000	fengmingwangling_new	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	TÕo KVK	0.2;0.2	0	
573	MÕc Nam Thanh Nguyên	256	256	monanqingyuan_new.scene	monanqingyuan_new.path	monanqingyuan_new.wCollision	monanqingyuan_new.jpg	2139	60000	monanqingyuan_new	123	303	128	343	Sign62	MiniMap_Icon8	Monan_Normal	MiniMap_Icon8	Monan_Hover	MÕc Nam Thanh Nguyên#rÐªn Phøng Minh Tr¤n và Lâm Häi Khê C¯c#rM²i #GthÑ 3, 5 vào 20:00 #Y s¨ m· hoÕt ðµng #GThü V® Phøng Minh#Y	0.2;0.2	1	
574	Vong Xuyên Hoa Häi	256	256	wangchuanhuahai_new.scene	wangchuanhuahai_new.path	wangchuanhuahai_new.wCollision	wangchuanhuahai_new.jpg	2124	60000	wangchuanhuahai_new	592	656	598	693	Sign63	MiniMap_Icon8	Wangchuan_Normal	MiniMap_Icon8	Wangchuan_Hover	Vong Xuyên Hoa Häi#rÐªn Phøng Minh Tr¤n và Lâm Häi Khê C¯c#rM²i #GthÑ 3, 5 vào 20:00 #Ys¨ m· hoÕt ðµng #GThü V® Phøng Minh#Y	0.2;0.2	1	
575	Thiên KÏ Nam Hoài	256	256	tianqinanhuai_new.scene	tianqinanhuai_new.path	tianqinanhuai_new.wCollision	tianqinanhuai_new.jpg	2140	60000	tianqinanhuai_new	835	279	844	323	Sign61	MiniMap_Icon8	Tianqi_Normal	MiniMap_Icon8	Tianqi_Hover	Thiên KÏ Nam Hoài#rÐªn Phøng Minh Tr¤n và Lâm Häi Khê C¯c#rM²i #GthÑ 3, 5 vào 20:00 #Ys¨ m· hoÕt ðµng #GThü V® Phøng Minh#Y.	0.2;0.2	1	
576	Tàng Kinh Các	64	64	cangjing_1.scene	shuge.path	shuge.wCollision	qiongzhou.jpg	19	60000	shuge	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
577	Giám ngøc	96	96	prison.scene	prison.path	prison.wCollision	qiongzhou.jpg	416	60000	prison	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
578	Ð¸a phü	64	64	siwang.scene	siwang.path	siwang.wCollision	siwang.jpg	119	20000	siwangscene	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ð¸a phü	0.2;0.2	0	
579	Tân LÕc Dß½ng	512	512	luoyang_new.Scene	luoyang_new.path	luoyang_new.wCollision	luoyang_new.jpg	2121	60000	luoyang_new	0	0	0	0	Sign5	MiniMap_Icon2	LuoYang_Normal	MiniMap_Icon2	LuoYang_Hover	Tân LÕc Dß½ng	0.2;0.2	0	
580	Phøng Minh Tr¤n	320	320	fengming_new.Scene	fengming_new.path	fengming_new.WCollision	fengming_new.jpg	2137	60000	fengming_new	493	397	506	442	Sign59	MiniMap_Icon8	Fengming_Normal	MiniMap_Icon8	Fengming_Hover	Phøng Minh Tr¤n#rÐªn MÕc Nam Thanh Nguyên, Vong Xuyên Hoa Häi, Thiên KÏ Nam Hoài và Thüy Nguy®t Ðµng Thiên#rM²i #GthÑ 3, 5 vào 20:00 #Ys¨ m· hoÕt ðµng #GThü V® Phøng Minh#Y	0.2;0.2	1	
581	Quân Thiên Thành	256	256	juntiancheng_new.scene	juntiancheng_new.path	juntiancheng_new.wCollision	juntiancheng_new.jpg	2141	60000	juntiancheng_new	541	110	556	141	Sign56	MiniMap_Icon8	Juntian_Normal	MiniMap_Icon8	Juntian_Hover	Quân Thiên Thành#rM²i #GthÑ 3, 5 vào 21:00 #Ys¨ m· hoÕt ðµng #GT§p kích CØu Lê#Y	0.2;0.2	1	
582	La Phù Thành	256	256	luofucheng_new.scene	luofucheng_new.path	luofucheng_new.wCollision	luofucheng_new.jpg	2141	60000	luofucheng_new	317	559	333	599	Sign58	MiniMap_Icon8	Luofu_Normal	MiniMap_Icon8	Luofu_Hover	La Phù Thành#rM²i #GthÑ 3, 5 vào 21:00 #Ys¨ m· hoÕt ðµng #GT§p kích CØu Lê#Y	0.2;0.2	1	
583	Tri«u Kinh Thành	256	256	chaojingcheng_new.scene	chaojingcheng_new.path	chaojingcheng_new.wCollision	chaojingcheng_new.jpg	2141	60000	chaojingcheng_new	839	537	856	579	Sign57	MiniMap_Icon8	Chaojing_Normal	MiniMap_Icon8	Chaojing_Hover	Tri«u Kinh Thành#rM²i #GthÑ 3, 5 vào 21:00 #Ys¨ m· hoÕt ðµng #GT§p kích CØu Lê#Y	0.2;0.2	1	
584	Thiªu Lâm Thí Luy®n	192	192	shaolin.scene	shaolin.path	shaolin.wCollision	shaolin.jpg	105	60000	shaolinfb	0	0	0	0	Sign10	MiniMap_Icon	ShaoLinSi_Normal	MiniMap_Icon	ShaoLinSi_Hover	Môn phái #rT±ng ðà phái Thiªu Lâm	0.2;0.2	0	
585	Cái Bang Thí Luy®n	192	192	gaibang.scene	gaibang.path	gaibang.wCollision	gaibang.jpg	102	60000	gaibangfb	0	0	0	0	Sign10	CommonStaticImage5	GaiBangZongDuo_Normal	CommonStaticImage5	GaiBangZongDuo_Hover	Môn phái #rT±ng ðà phái Cái Bang	0.2;0.2	0	
586	Minh Giáo Thí Luy®n	192	192	mingjiao.scene	mingjiao.path	mingjiao.wCollision	mingjiao.jpg	106	60000	mingjiaofb	0	0	0	0	Sign6	MiniMap_Icon	GuangMingDing_Normal	MiniMap_Icon	GuangMingDing_Hover	Môn phái #rT±ng ðà Minh giáo	0.2;0.2	0	
587	Võ Ðang Thí Luy®n	144	224	wudang.scene	wudang.path	wudang.wCollision	wudang.jpg	102	60000	wudangfb	0	0	0	0	Sign6	MiniMap_Icon	WuDangShan_Normal	MiniMap_Icon	WuDangShan_Hover	Môn phái #rT±ng ðà phái Võ Ðang	0.2;0.2	0	
588	Thiên Long Thí Luy®n	192	192	tianlong_m.scene	tianlong_m.path	tianlong_m.wCollision	tianlong_m.jpg	105	60000	tianlongfb	0	0	0	0	Sign10	CommonStaticImage5	TianLongSi_Normal	CommonStaticImage5	TianLongSi_Hover	Môn phái#r Thiên Long Phái T±ng Ðà	0.2;0.2	0	
589	Tiêu Dao Thí Luy®n	192	192	xiaoyao.scene	xiaoyao.path	xiaoyao.wCollision	xiaoyao.jpg	107	60000	xiaoyaofb	0	0	0	0	Sign6	MiniMap_Icon	LingBoDong_Normal	MiniMap_Icon	LingBoDong_Hover	Môn phái #rT±ng ðà phái Tiêu Dao	0.2;0.2	0	
590	Nga Mi Thí Luy®n	192	192	emei.scene	emei.path	emei.wCollision	emei.jpg	108	60000	emeifb	0	0	0	0	Sign6	MiniMap_Icon	EMeiShan_Normal	MiniMap_Icon	EMeiShan_Hover	Môn phái #rT±ng ðà phái Nga Mi	0.2;0.2	0	
591	Tinh Túc Thí Luy®n	192	192	xingxiu.scene	xingxiu.path	xingxiu.wCollision	xingxiu.jpg	109	60000	xingxiufb	0	0	0	0	Sign8	MiniMap_Icon	XingXiuHai_Normal	MiniMap_Icon	XingXiuHai_Hover	Môn phái #rT±ng ðà phái Tinh Túc	0.2;0.2	0	
592	Thiên S½n Thí Luy®n	192	192	tianshan.scene	tianshan.path	tianshan.wCollision	tianshan.jpg	2037	30000	tianshanfb	0	0	0	0	Sign6	MiniMap_Icon2	TianShan_Normal	MiniMap_Icon2	TianShan_Hover	Môn phái #rT±ng ðà phái Thiên S½n	0.2;0.2	0	
593	Mµ Dung Thí Luy®n	192	192	gusu.scene	gusu.path	gusu.wCollision	gusu.jpg	2105	60000	gusu	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Môn phái#rMµ Dung S½n Trang	0.2;0.2	0	
594	Chung kªt-Sân 2	96	96	kuafuzongjuesai.scene	kuafuzongjuesai.path	kuafuzongjuesai.wCollision	kuafuzongjuesai.jpg	121	60000	kuafuzongjuesai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
595	Chung kªt-Sân 3	96	96	kuafuzongjuesai.scene	kuafuzongjuesai.path	kuafuzongjuesai.wCollision	kuafuzongjuesai.jpg	121	60000	kuafuzongjuesai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
596	Chung kªt-Sân 4	96	96	kuafuzongjuesai.scene	kuafuzongjuesai.path	kuafuzongjuesai.wCollision	kuafuzongjuesai.jpg	121	60000	kuafuzongjuesai	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thß½ng Mang S½n 	0.2;0.2	0	
597	ÐÕi Ð¸a Ð° KVK	64	64	leitai_1.scene	leitai_1.path	leitai_1.wCollision	leitai_1.jpg	120	60000	leitai_1scene	233	581	242	509	Sign66	MiniMap_Icon8	Tianhuang_Normal	MiniMap_Icon8	Tianhuang_Hover	Thiên Hoang C± Cänh#rCó th¬ ðªn Chü D¸ch TrÕm cüa LÕc Dß½ng, Tô Châu, ÐÕi Lý, Lâu Lan, Thúc Hà C± Tr¤n ð¬ truy«n t¯ng ðªn cänh này#rNh¤p ð¬ m· bän ð° Thiên Hoang C± Cänh	0.2;0.2	0	
598	Thiên Hoàng Ð¸a Cung	256	256	qinhuanggong_4.Scene	qinhuanggong_4.path	qinhuanggong_4.wCollision	gujingdigong.jpg	2099	60000	gujingdigong	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	T¥n Hoàng Ð¸a Cung T¥ng 4	0.2;0.2	0	
599	Lôi ðài	64	64	leitai_1.scene	leitai_1.path	leitai_1.wCollision	leitai_1.jpg	120	60000	leitai_1scene	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Lôi ðài	0.2;0.2	0	
600	Phøng Minh Vß½ng Lång	96	96	fengmingwangling_new.Scene	fengmingwangling_new.path	fengmingwangling_new.Wcollision	fengmingwangling_new.jpg	2129	60000	fengmingwangling_new	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	TÕo KVK	0.2;0.2	0	
601	Quang Minh ðµng	64	64	guangmingdong_3.scene	guangmingdong_3.path	guangmingdong_3.wCollision	guangmingdong.jpg	117	60000	guangmingdong	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Quang Minh ðµng	0.2;0.2	0	
602	Ðáy c¯c Tiêu Dao	64	64	gudi_3.scene	gudi_3.path	gudi_3.wCollision	gudi.jpg	146	60000	gudiscene	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðáy c¯c Tiêu Dao	0.2;0.2	0	
603	Linh Tính Phong	64	64	lingxingfeng_3.scene	lingxingfeng_3.path	lingxingfeng_3.wCollision	lingxingfeng.jpg	120	60000	lingxingfeng	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Linh Tính Phong	0.2;0.2	0	
604	Cái Bang TØu Diªu	64	64	jiujiao_3.scene	jiujiao_3.path	jiujiao_3.wCollision	jiujiao.jpg	117	60000	jiujiao	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Cái Bang TØu Diªu	0.2;0.2	0	
605	Ðào Hoa Tr§n	64	64	taohuazhen_3.scene	taohuazhen_3.path	taohuazhen_3.wCollision	taohuazhen.jpg	147	60000	taohuazhen	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ðào Hoa Tr§n	0.2;0.2	0	
606	Tháp Lâm	64	64	tongrenxiang_3.scene	tongrenxiang_3.path	tongrenxiang_3.wCollision	tongrenxiang.jpg	148	60000	tongrenxiang	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tháp Lâm	0.2;0.2	0	
607	Ngû Th¥n Ðµng	64	64	wushendong_3.scene	wushendong_3.path	wushendong_3.wCollision	wushendong.jpg	416	60000	wushendong	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Ngû Th¥n Ðµng	0.2;0.2	0	
608	Chiªt Mai Phong	64	64	zhemeifeng_3.scene	zhemeifeng_3.path	zhemeifeng_3.wCollision	zhemeifeng.jpg	416	60000	zhemeifeng	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Chiªt Mai Phong	0.2;0.2	0	
609	Chân tháp	64	64	tadi_3.scene	tadi_3.path	tadi_3.wCollision	tadi.jpg	416	60000	tadi	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Chân tháp	0.2;0.2	0	
610	Tàng Thß Thüy Các	64	64	gusufb_3.scene	gusufb_3.path	gusufb_3.wCollision	gusufb.jpg	2105	60000	gusufb	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tàng Thß Thüy Các	0.2;0.2	0	
611	Huy«n Häi	256	256	xuanhai.Scene	xuanhai.path	xuanhai.wCollision	xuanhai.jpg	2131	60000	xuanhai	940	680	944	753	Sign69	MiniMap_Icon8	Xuanhaizi_Normal	MiniMap_Icon8	Xuanhaizi_Hover	Huy«n Häi#rThông ðªn Thüy Nguy®t Ðµng Thiên#r#Gm²i ngày 10:00#Y, #G16:00#Y, #G20:00 #Ys¨ m· hoÕt ðµng #GNgao Chiªn CØu Lê#Y	0.2;0.2	1	
612	ÐÕi Côn Di Hài	128	128	dakuiyihai.scene	dakuiyihai.path	dakuiyihai.wCollision	dakuiyihai.jpg	2133	60000	dakuiyihai	799	731	796	774	Sign68	MiniMap_Icon8	Dakunzi_Normal	MiniMap_Icon8	Dakunzi_Hover	ÐÕi Côn Di Hài#rThông ðªn Thüy Nguy®t Ðµng Thiên	0.2;0.2	1	
613	Thüy Nguy®t Ðµng Thiên	128	128	shuiyuedongtian.scene	shuiyuedongtian.path	shuiyuedongtian.wCollision	shuiyuedongtian.jpg	2132	60000	shuiyuedongtian	710	607	715	655	Sign67	MiniMap_Icon8	Shuiyuezi_Normal	MiniMap_Icon8	Shuiyuezi_Hover	Thüy Nguy®t Ðµng Thiên#rThông ðªn Phøng Minh Tr¤n, Huy«n Häi, ÐÕi Côn Di Hài	0.2;0.2	1	
614	Hß Không Huy­n Cänh	96	96	zhoutian.Scene	zhoutian.path	zhoutian.wCollision	zhoutian.jpg	2134	60000	zhoutian	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Chu Thiên	0.2;0.2	0	
615	Ðß¶ng Gia Bäo	192	192	tangmen.Scene	tangmen.path	tangmen.WCollision	tangmen.jpg	2135	60000	tangmen	692	520	694	544	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Môn phái#rÐß¶ng Môn T±ng Ðà	0.2;0.2	0	
616	Ðß¶ng Gia Bäo	192	192	tangmensg.scene	tangmensg.path	tangmensg.wCollision	tangmensg.jpg	2135	60000	tangmensg	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Ðß¶ng Môn TÕo Quái	0.2;0.2	0	
617	Di­n Võ Trß¶ng	64	64	tangmenfb.scene	tangmenfb.path	tangmenfb.wCollision	tangmenfb.jpg	2136	60000	tangmenfb	0	0	0	0	Sign1	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Ðß¶ng Môn sß môn	0.2;0.2	0	
618	Ðß¶ng Gia Bäo	192	192	tangmentx.scene	tangmentx.path	tangmentx.wCollision	tangmentx.jpg	2135	60000	tangmentx	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Ðß¶ng Môn T§p Kích	0.2;0.2	0	
619	Ðß¶ng Môn Thí Luy®n	192	192	tangmenjj.Scene	tangmenjj.path	tangmenjj.WCollision	tangmenjj.jpg	2135	60000	tangmenjj	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Ðß¶ng Môn Tiªn C¤p	0.2;0.2	0	
620	Thiên HÕ Ð® Nh¤t Lôi Ðài	192	192	XBWDH_Fuben.Scene	XBWDH_Fuben.path	XBWDH_Fuben.WCollision	XBWDH_Fuben.jpg	2130	60000	XBWDH_Fuben	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Tân TÖ Võ ÐÕi Hµi	0.2;0.2	0	
621	Phòng chu¦n b¸ chiªn ð¤u Tông Sß	256	256	XBWDH_Rest.Scene	XBWDH_Rest.path	XBWDH_Rest.WCollision	XBWDH_Rest.jpg	141	60000	XBWDH_Rest	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phòng nghî ng½i Tân TÖ Võ ÐÕi Hµi LÕc Dß½ng	0.2;0.2	0	
622	Phòng chu¦n b¸ chiªn ð¤u Danh Sî	256	256	XBWDH_Rest.Scene	XBWDH_Rest.path	XBWDH_Rest.WCollision	XBWDH_Rest.jpg	141	60000	XBWDH_Rest	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phòng nghî ng½i Tân TÖ Võ ÐÕi Hµi ÐÕi Lý	0.2;0.2	0	
623	Phòng chu¦n b¸ chiªn ð¤u Hào Hi®p	256	256	XBWDH_Rest.Scene	XBWDH_Rest.path	XBWDH_Rest.WCollision	XBWDH_Rest.jpg	141	60000	XBWDH_Rest	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Phòng nghî ng½i Tân TÖ Võ ÐÕi Hµi Tô Châu	0.2;0.2	0	
624	Trong NhÕn Môn Quan	192	192	yanmenguannei.Scene	yanmenguannei.path	yanmenguannei.WCollision	yanmenguannei.jpg	110	60000	yanmenguannei	0	0	0	0	Sign3	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Trong NhÕn Môn Quan	0.2;0.2	0	
625	Thiªu Lâm (Thâu Ðêm)	64	64	shaolinchanyuan.Scene	shaolinchanyuan.path	shaolinchanyuan.WCollision	shaolinchanyuan.jpg	416	60000	shaolinchanyuan	0	0	0	0	Sign1	MiniMap_Icon	YiPinTang_Normal	MiniMap_Icon	YipinTang_Hover	Thiªu Lâm (Thâu Ðêm)	0.2;0.2	0	
626	Di­n Võ Trß¶ng	64	64	tangmenfb_1.scene	tangmenfb_1.path	tangmenfb_1.wCollision	tangmenfb_1.jpg	2136	60000	tangmenfb_1	0	0	0	0	Sign1	CommonStaticImage5	TianLongSi_Normal	CommonStaticImage5	TianLongSi_Hover	Ðß¶ng Môn sß môn	0.2;0.2	0	
627	Di­n Võ Trß¶ng	64	64	tangmenfb_2.scene	tangmenfb_2.path	tangmenfb_2.wCollision	tangmenfb_2.jpg	2136	60000	tangmenfb_2	0	0	0	0	Sign1	CommonStaticImage5	TianLongSi_Normal	CommonStaticImage5	TianLongSi_Hover	Ðß¶ng Môn sß môn	0.2;0.2	0	
628	Ðß¶ng Gia Bäo	192	192	tangmen.Scene	tangmen.path	tangmen.WCollision	tangmen.jpg	2135	60000	tangmen_s	0	0	0	0	Sign10	MiniMap_Icon8	Tangmenzi_Normal	MiniMap_Icon8	Tangmenzi_Hover	Môn phái#rÐß¶ng Môn T±ng Ðà	0.2;0.2	0	
629	V¤n Ðïnh Thiên HÕ	320	320	wending.scene	wending.path	wending.wCollision	wending.jpg	2142	60000	wending	0	0	0	0	Sign3	MiniMap_Icon2	CaoYuan_Normal	MiniMap_Icon2	CaoYuan_Hover	V¤n Ðïnh Thiên HÕ	0.2;0.2	0	
